	when	on	.	as	,	i	much	with	certain	facts	in	the	of	and	to	that	these	will	be	this	some	species	it	has	been	by	one	our	my	me	all	which	could	have	any	subject	short	;	a	:	from	same	may	for	not	is	(	)	nearly	but	many	more	do	at	would	must	cannot	several	no	can	only	most	cases	than	often	each	very	their	other	such	varieties	even	if	how	so	structure	conditions	variation	we	shall	see	its	under	case	distinct	or	domesticated	animals	plants	they	what	great	slight	variability	state	nature	long	are	individuals	there	manner	less	character	an	believe	differ	different	domestic	races	whether	between	wild	breeds
can	0.09937605156701636	0.14562073165573153	0.3655784515052659	0.16316607736037814	0.6116710710261717	0.1992816955366889	0.09245416498270659	0.130794942086535	0.06965365327929571	0.07641449142634188	0.31877579730312955	0.6304768437916315	0.533782862346482	0.3713419426651583	0.36121648828520025	0.21054863419451386	0.08505301771747645	0.11457240673749948	0.2123168139302926	0.14415769376349508	0.11177028227810351	0.12232486387958816	0.15489975762252098	0.15070214120771902	0.15320866723310728	0.1545575564551185	0.09670323788825932	0.11456762639636742	0.08587573681199664	0.07657497371296092	0.09450813221878882	0.14264271106703108	0.11305319090575157	0.20700170351422809	0.0837092047595327	0.06741222565512656	0.07245714268927345	0.2122715927497687	0.2239645886754549	0.0820407959965633	0.16844426588569109	0.12233856171630975	0.1294378279612321	0.12139033050906631	0.12469193628283684	0.1926322063748284	0.0746467471779617	0.07827890347908288	0.07124709098137866	0.09879918830461007	0.10085206553378046	0.1034220633382786	0.08177201731453679	0.1056230691573722	0.11174335425142409	0.09483362318473085	0.09414152668926291	0.1072838780439091	0.0770936910974296		0.07204781828544599	0.08436669770563943	0.06887768840545008	0.07247063197324943	0.0813290429523501	0.08458938345836234	0.08191287399860864	0.11214137802708135	0.09826011800064846	0.0724411956701071	0.08022635105803343	0.07209052882856863	0.07481495854790896	0.0763709861813226	0.08849893609382403	0.06322578746982457	0.08971846022045221	0.07612233088647724	0.1256608198367217	0.09069441616562074	0.07922860691712243	0.0853072017464027	0.12479378825016399	0.06419857602750581	0.07622804345858897	0.1627476437793537	0.07899693973018129	0.08870906495814808	0.084591055321081	0.09940342308814512	0.06969580848760809	0.07569070490183383	0.07152364635371575	0.06392531196980202	0.07186989035785307	0.07368571774939595	0.09341335463586206	0.16993034900978093	0.07197864307129098	0.07411652827291049	0.06978919974605005	0.06937602789041097	0.0661638472807443	0.095639632079422	0.07993775535822731	0.0700642906205942	0.08155255934014388	0.11436036991261123	0.08285727122828797	0.07138216152408314	0.08162521521224317	0.09039245026663653	0.08493016747646637
only	0.08087793340732591	0.13788398652903355	0.36195570946143907	0.1451088054995474	0.602909955835595	0.17621797965621797	0.07409877863421534	0.11403067735838565	0.05206067611043701	0.05955097558693739	0.32836411004471533	0.6203842872038389	0.5604713397287998	0.3363418734489044	0.34753912031581	0.19578038841390974	0.06955968400527412	0.07663463773215717	0.20638277624636356	0.12973456825310875	0.0956563704507507	0.10264208420469789	0.13306217404248444	0.1267180374949668	0.1360698186146961	0.1418013159698972	0.08109616751715153	0.10049796611918102	0.06763740070863783	0.06513057555015159	0.08234619329561012	0.12632315320997337	0.07239106820393998	0.1735158510860683	0.06737536578819578	0.05429868526010378	0.056008938997490876	0.19945703258730008	0.21385197563760955	0.06495655381269191	0.16172255023354637	0.12310964674727543	0.08183713524753845	0.10821304027369266	0.10405929929074442	0.16558993005430486	0.05770528532735912	0.05794472784732478	0.055334982088476516	0.08387179428096536	0.08624866156041179	0.08644177392247825	0.05617787241014767	0.09634709595854607	0.07438839256966216	0.06081477863441551	0.05262979306441052	0.09314578324433628	0.06044866730289127	0.07204781828544599		0.07142539674214562	0.050896126818426736	0.056380390251668265	0.06384396159049086	0.06916847021105416	0.06561290536353276	0.09646385890449997	0.08458697766798674	0.05426713954115106	0.06362696978035348	0.05447777196300372	0.05785624720650455	0.06017174985064151	0.07107395887180532	0.045394184621734834	0.07254030919574116	0.05652681396358964	0.10781172251836937	0.060117778097140855	0.05668642290510599	0.06633154037636219	0.10893440547250649	0.047953966768735	0.05874916184725792	0.14216739193630645	0.061773346095483433	0.07392412436610693	0.06568765046168046	0.0843103694932627	0.052143257912533846	0.060317189133575165	0.053542084766692415	0.04973400041111563	0.05729769137128426	0.05908883623230836	0.0766178186192919	0.14865099649572694	0.05542686123892675	0.05637777918488501	0.052236649170975806	0.052000509994356535	0.04831377754062758	0.07876371009215677	0.05668115128177645	0.05170375400297728	0.06418339860731473	0.10092998949578302	0.06923742749841577	0.0523436500980351	0.06703448012418059	0.07475891422231949	0.0681984280258771
most	0.09077676958976999	0.13908150620856055	0.35864009579098044	0.14789521495315772	0.6000588736600743	0.190051094333274	0.08434904537078348	0.11956581306950785	0.06694733824781873	0.07637749266622693	0.3096319577739486	0.6748714119072001	0.5260272516349944	0.3379886009608368	0.3402002768715053	0.2013050861297667	0.08372018338421469	0.08827227168514284	0.2078919498527677	0.14199314986144243	0.11724926237862725	0.11798710458900699	0.1413765136255033	0.13370128692999272	0.1451978663872899	0.15196239147574858	0.10020751830013615	0.1178834233612068	0.08357307353113536	0.07065020864975236	0.09095313343376521	0.1366208798513308	0.08238196712130719	0.182063271912195	0.07999337539289864	0.07037756680592946	0.07334072100305111	0.20345018497771097	0.2271684623549553	0.07636070788381785	0.1621868981349452	0.1418128897165849	0.09296346422995365	0.11462373618598636	0.11260407224164128	0.1662004231794818	0.07022912455706995	0.07000091493446689	0.06732722332234316	0.09229477049696631	0.11142847158836507	0.10527355041163278	0.06785950751499878	0.09970016735461876	0.08461888859613356	0.07049463230858381	0.06569632746431023	0.11070956756850821	0.07369011161081718	0.08436669770563943	0.07142539674214562		0.06489186311019218	0.06649187506813001	0.07641406155876854	0.08424391295894562	0.08512176005943319	0.10935719266168503	0.09948137358241951	0.06739744294369637	0.08055855958118588	0.06810031745722864	0.06736538563458536	0.07070292125172466	0.08384944419419368	0.06922180872982385	0.09183916926790088	0.07193822192107872	0.11638937508192057	0.07204269033640162	0.06735459633195903	0.07971062618175592	0.11904399283418511	0.069355701301973	0.07173785807225053	0.1539635839824975	0.0787940580498129	0.08774134108075914	0.08242081603560733	0.09106664403026206	0.06377043398772685	0.07710363513595962	0.06683627622516555	0.06677324397844159	0.07686522302896896	0.08606825239945229	0.08690467694143071	0.15898541013720685	0.07759808829536191	0.06649379880222697	0.06986971113844016	0.06991942284911475	0.06624276970495913	0.09582784355739912	0.0676386386364525	0.0641199337161123	0.07853428313941024	0.11705838340526709	0.0837707661503747	0.06439983718517721	0.0757004501490346	0.09222792642078834	0.08912801574864887
cases	0.07876279603104167	0.1307207833707027	0.36136973316297893	0.1429234961907691	0.6032160188644922	0.173860108711694	0.0694106667249246	0.10741136444566277	0.04888808414154333	0.06079242738227208	0.2999758706866718	0.6519507472786867	0.5254397570055231	0.33531744059816604	0.3310274581624817	0.19441067745673546	0.06665064186190237	0.07265214104263304	0.195847384981798	0.12722914357475767	0.09389562569902835	0.10737070650611824	0.1329895940954704	0.11833417079612407	0.13225876133003714	0.13645256617355547	0.07980872178344935	0.10197846943501594	0.06484757882625139	0.055608256797436126	0.0775047989698397	0.1353862853651904	0.06646357549239981	0.16891215783623725	0.06346602957259083	0.04788909840730733	0.052388985937426975	0.192782476794245	0.20779848644754972	0.060856713069595766	0.1519959330537886	0.10287053571475682	0.07730088849216611	0.10165027140921237	0.09697208756578703	0.15445105591184652	0.05486945864611706	0.057347254240482204	0.04994891249688347	0.08335522809915502	0.08039839252154315	0.08797707740492072	0.053755964121738664	0.0881258553161168	0.070303928072022	0.05499063749436173	0.049315680795532675	0.08762506795305855	0.05579551261293442	0.06887768840545008	0.050896126818426736	0.06489186311019218		0.05204303105325114	0.06013876027485436	0.06610356709818327	0.061050381864523225	0.09213564154749715	0.08124487059685209	0.05011222261344759	0.0626042209005805	0.04964195057563467	0.055202660126625044	0.05782058329136173	0.07125901435314454	0.04944236341355373	0.0720190105618839	0.057853579498108695	0.10703916864228234	0.057161515941025254	0.05372414287754239	0.0626263390607257	0.10487011015405495	0.04457797782593034	0.05748434737460688	0.13877575702874623	0.058189338247221944	0.0786519726756805	0.0658321720192928	0.08263021778182938	0.051806025124542056	0.05563739391516727	0.05405197977390672	0.044193847600465866	0.056280144371185906	0.06089351643078949	0.07206841033585396	0.14443515680067803	0.05874115038608273	0.0538906924290554	0.05130821581245846	0.04803723896409135	0.04695729475590654	0.07505850877652029	0.05451469435102996	0.0466543260559425	0.06298953342799139	0.09808038631513233	0.06471583878934323	0.05141231407135517	0.06031781141498154	0.07033082109490606	0.07126957237906772
than	0.08255188451760502	0.13775587018149266	0.3729624078608127	0.16156193654453324	0.6099114158747045	0.1842887712440815	0.0750125928803013	0.11696640552706823	0.05211885239339126	0.060655224771639774	0.3258116896162556	0.6178862166373285	0.5609881797404631	0.3596607374377153	0.3506805424791777	0.19978750832907077	0.0689246695902942	0.07770750260273501	0.1993580265182455	0.1277799606672071	0.0965405970537472	0.10518678681390525	0.1461692393122621	0.12455632322516266	0.1355212291269217	0.14181304546301027	0.08325928658780371	0.09827063929375672	0.06760332013784796	0.060191668887237995	0.07823826915089029	0.1414661220189969	0.07080962733542917	0.17278623984139338	0.06947122961630402	0.04906411625052886	0.05483708204538976	0.20281305368773514	0.20923971414777232	0.06625100948965873	0.16088680655938153	0.10613378938591651	0.08182078714980733	0.11004145125946072	0.1022903863562395	0.161031238501956	0.06085471418486421	0.058036481282805974	0.055311140790329505	0.08705693142455356	0.08367882732489791	0.08683850866240637	0.05561259680653223	0.09356902936206757	0.07683543442258225	0.05939863906356106	0.05272154649989172	0.09093926448671838	0.05955889021152515	0.07247063197324943	0.056380390251668265	0.06649187506813001	0.05204303105325114		0.06569973072165095	0.06757228243854448	0.06521406156530403	0.09636978108126763	0.08305745632029617	0.05732109133879662	0.06479841015504635	0.057085426377649025	0.058650407709822494	0.059214794142345456	0.07224658916517854	0.044226757535789404	0.0710168759367322	0.05646443064072257	0.11445325739541348	0.06017595438009511	0.057190758489230296	0.06607666186005559	0.10889412989566329	0.04461042975546307	0.058775255816418924	0.14849854192867695	0.06342325619155527	0.07465319054489553	0.06520448152686659	0.08064591304509527	0.05469583873245393	0.058393135226763856	0.053633838202173614	0.04732817307292404	0.055553030938396905	0.05688901360884074	0.07705254755468256	0.14822183900346486	0.055223397923700346	0.05914960213166828	0.0518993915945079	0.057564222586546934	0.049444406720664566	0.07862253105960412	0.05718009887393815	0.05314695408507614	0.06417877757890804	0.09835670617644177	0.06887732534070394	0.05463285875855088	0.06664475568159461	0.07319623293010752	0.06790151574398708
often	0.09016607226694986	0.1404415250284474	0.3593245248715672	0.1587828321494803	0.6356163059031461	0.20204514832943166	0.08361447919403592	0.12212190008490258	0.061239017416769986	0.0667808909833828	0.31170677165142563	0.6274217612882833	0.5300628172232613	0.36350964306758393	0.3432615812093861	0.2045985093971197	0.07692828958067231	0.08895168081506769	0.20978616242253803	0.13612771591753106	0.10445005196270074	0.11008715797007326	0.1492185530561201	0.14420565877340696	0.15692780322608862	0.1494219952737368	0.08947316029386405	0.10695347770106536	0.07663848943797019	0.06803055293184743	0.08667326050116211	0.1422112327858152	0.08079417800187327	0.19445300501338814	0.07581041103536378	0.058154821731524434	0.0651538688472606	0.21786074427050134	0.22437309378763573	0.07439054295106064	0.16290259383421357	0.11478456134868864	0.09312890070852806	0.11485543196044101	0.12081818607001582	0.1682724387728553	0.06682903888347083	0.06718736130375241	0.06283245511885294	0.09223790290377627	0.09237825001399934	0.09622401382585795	0.06556344912665267	0.09878746403168584	0.08764902034752563	0.07135924035267398	0.06187242652083816	0.09963868717581982	0.06970709049421356	0.0813290429523501	0.06384396159049086	0.07641406155876854	0.06013876027485436	0.06569973072165095		0.07650776995243999	0.07651929872238766	0.10451404011250684	0.0908269244108112	0.06423393231468247	0.07471173727418437	0.06495304585160555	0.06658146863505329	0.06795635031879688	0.08448358317247812	0.054141136865847796	0.07959048758820947	0.06547335793251047	0.11845335718122953	0.06929611940347384	0.06467260228353	0.07538932207687385	0.11590201011244872	0.053761309776409506	0.0678659612974145	0.15411702920786707	0.07073538167229784	0.08515109609704397	0.07709631224807534	0.09017269326096337	0.06128221902111039	0.0680241856988929	0.06495076973283466	0.05518638383920631	0.06338589772532618	0.06525035767519868	0.08596441893360314	0.1625140000534248	0.0634633509895077	0.06484545689446625	0.061050271615454337	0.062496408031817156	0.058218092076709714	0.08755801857349965	0.06641061419422159	0.059672451125088385	0.07324118030782639	0.10677693156546206	0.07444515514553475	0.06305195879224479	0.07336365715435972	0.08213172044400303	0.07524529980563707
each	0.09327806607256181	0.1397077179922945	0.3587628911159407	0.1512616976516335	0.6041543587638386	0.1930390458837399	0.08548420257374685	0.1303972317155484	0.07586002229769764	0.07823775021972314	0.31948734686271407	0.7232559278012867	0.5293613081788497	0.3454270660347539	0.34326778401760033	0.2106277985546227	0.0927843204141289	0.08856948126150983	0.2124570226133885	0.1534393340246785	0.13474645241077118	0.1181766263790778	0.14722693029862516	0.13256171353988927	0.14677973989574855	0.1577883564965707	0.11101791326146401	0.13628899416255622	0.09117127399732922	0.07654213774738766	0.10573471168991157	0.13944303358184443	0.08262401811688772	0.18230445269046325	0.0867089960838673	0.06431774285005745	0.06785746194694248	0.20510404063373072	0.24117359386275605	0.0774411152542323	0.17190371802903429	0.1215606716638439	0.09265107252923004	0.1154405469887142	0.11793964755038089	0.16842900320452464	0.07131038067976264	0.07105686118435868	0.06951493818366164	0.09409025783478588	0.10412241325371788	0.09947028034222792	0.0701357442025381	0.10337172234854461	0.08579255168611538	0.07299272720652529	0.06634445529498899	0.12414898675332954	0.07721859177898954	0.08458938345836234	0.06916847021105416	0.08424391295894562	0.06610356709818327	0.06757228243854448	0.07650776995243999		0.08625224274820878	0.11437595886936315	0.1008109652933134	0.06867800458498602	0.07710154047531875	0.06728152317641287	0.08058567854750841	0.07236117939613573	0.08366683024771035	0.06330448652682333	0.08534753096357617	0.07455396035050642	0.120357998778071	0.07311107452366858	0.06843500370237349	0.08198686286929524	0.11886420619400569	0.061300451147120225	0.08409571063446292	0.1531912573111019	0.07674639573749145	0.08662543890208135	0.07901451411509633	0.09846534077133207	0.07044214572415855	0.07354369909636463	0.06748621080231701	0.06322299069623545	0.07355237172716367	0.07710454633243648	0.08936891484996076	0.15955208381242827	0.07126856282800542	0.07123801593304643	0.06618308574019252	0.06474527278926973	0.06747660720710151	0.09593970233209134	0.06937907910504686	0.0641567643639881	0.08172234066657905	0.11862422611581977	0.08078112450328645	0.06605831232861356	0.07679249272111618	0.09050831796150718	0.08367207508940075
very	0.09047216752365182	0.14105815978208885	0.3628817985540329	0.16016112993262774	0.604384130570227	0.1863910276021568	0.08892834495391629	0.12526644954972416	0.06498471989837717	0.06849698183863392	0.3154938410368522	0.6628111782895738	0.5275472407989437	0.36435810472572805	0.339461345855263	0.20670354158612667	0.07988563540372695	0.08870322078131274	0.2094688927419171	0.14096852877919297	0.1109470544957469	0.11161087607797748	0.14348377764036896	0.13107937932013775	0.15457475746917576	0.1486344205036611	0.09728324011845253	0.11113340886503241	0.07949118470165781	0.07579534078173134	0.09334747671218427	0.13994872190708899	0.07994736818294357	0.1809359610459897	0.08198422926849137	0.06112210072745064	0.06767425106885232	0.20422271073137754	0.2420288193377443	0.07450855723585	0.16274479015581422	0.11500020220625366	0.09052063901936541	0.11738816392425257	0.1151570888992316	0.16718310762350308	0.0670891881446933	0.06809898289342128	0.06586671898691811	0.09142575295255378	0.09519598450913057	0.10898803216849207	0.06604304406675995	0.10192172096373889	0.08436100197202731	0.06973112626327502	0.06278404811050702	0.10644429362590141	0.07239278181059267	0.08191287399860864	0.06561290536353276	0.08512176005943319	0.061050381864523225	0.06521406156530403	0.07651929872238766	0.08625224274820878		0.10926427398255631	0.09224972209165301	0.06558199027831424	0.07202684477982008	0.06636185770991004	0.06852727784315225	0.0709841562876517	0.08268091641032962	0.05408032371945948	0.07945331309755789	0.0687460352803178	0.11975942332470403	0.07016607856791113	0.06550244568399118	0.07848441120083122	0.11918971979164772	0.054672931366078356	0.07183035690792489	0.1539011506850227	0.07247606305341883	0.08219005295907564	0.07459662377649345	0.093602161829685	0.06454924042481532	0.07428321226062433	0.06794311046603642	0.056955327612248224	0.07193869801672279	0.06518864477198177	0.09137832640703297	0.15500427250427753	0.06362128981654998	0.06697831582902841	0.06343399644552346	0.06338005236313862	0.06006568775440624	0.09248116518242211	0.06647036922038782	0.06354737672479036	0.07810477771666546	0.11087846251868132	0.07465776495007462	0.06385739052974372	0.07411682458525315	0.08474966974372192	0.07568309958868694
their	0.1205996180919813	0.1671962612393046	0.37900891563328865	0.18609270979191211	0.618182172163845	0.21648502987042043	0.11314551806091508	0.14997660277766292	0.10121956302441618	0.09752459607129277	0.3333897869657645	0.7444481915075175	0.5510854950690387	0.38860533282072035	0.3634615726032117	0.22989171994384325	0.11318285166122086	0.11745891921098624	0.23830157464224877	0.1767575938527728	0.14368333557706525	0.14098685730488933	0.17467169710823427	0.1599693145298448	0.17338843243756677	0.17625650550235986	0.1222555979823762	0.1500305359279085	0.11284463844169178	0.10506713736962972	0.1268602392571762	0.17039496882218652	0.11006929632191968	0.20720347962309416	0.11605566667495452	0.08916405807630551	0.098441044260035	0.2281435180395321	0.2666780337077934	0.10468795018016991	0.1888372199430029	0.14496132393747943	0.12066270612408746	0.14521535996705037	0.13724305830047376	0.19607455947890148	0.0975076492015872	0.09851744395031517	0.0977034052932319	0.12237993307716194	0.1266154132893857	0.12556527386243035	0.09795077890067176	0.12859710188112417	0.11494609322309385	0.10108907183235372	0.09320250916740092	0.13921685313712592	0.10112188759307272	0.11214137802708135	0.09646385890449997	0.10935719266168503	0.09213564154749715	0.09636978108126763	0.10451404011250684	0.11437595886936315	0.10926427398255631		0.1226437699633113	0.10108805682387285	0.10478227948097141	0.09603741888886638	0.10011795496847087	0.09912341926764406	0.11150683065286217	0.08788069714849141	0.108440965455151	0.1020315226470276	0.15172862921704766	0.10046318835232104	0.09568183862831108	0.11501860466616702	0.15180347623740437	0.08509139242297226	0.10201169741527516	0.18187934550987161	0.1029173415177645	0.11475034340354014	0.10622403965461417	0.1260731689063859	0.09976526162656427	0.10068472251450014	0.09478159949576281	0.08847307977929546	0.09382253931545415	0.09826188184774401	0.12147945617468622	0.1858844753568515	0.09678368072933946	0.09867475934583192	0.09238035426201709	0.09364681869889649	0.0931994698554514	0.1261620590650829	0.09737597527466543	0.09353915427815504	0.10989874869199326	0.13789523743572932	0.10409907489473677	0.09555458873621028	0.1043681640474683	0.12115918253640864	0.10467075194628006
other	0.10568082288450834	0.15111046680213888	0.3721800225735291	0.16388522263454106	0.6380014473115518	0.1942701418865463	0.10155667490947354	0.1336939428942494	0.08859132466822663	0.09239093577900954	0.3179026948558105	0.6603304272625399	0.550745446495267	0.3514253228857647	0.3506123136101684	0.21823403766745747	0.09940207732704179	0.1020848206750047	0.2193673452135923	0.15553360465958516	0.12913430808625165	0.14352623225675498	0.15777256489915004	0.14541025039274477	0.15836696312288007	0.16096043187806927	0.12190722055816151	0.12792855515215074	0.09621206058118562	0.08828241133849157	0.10294558434370837	0.15070212670187644	0.09602949709997374	0.19483664556123656	0.09371045133954553	0.08187108487771003	0.09016077577032498	0.23085389017342078	0.24184221209954576	0.09109878943150546	0.1753927139161525	0.15192616836225403	0.10583055920341604	0.12695243138572185	0.12524111863310786	0.17928341910121215	0.08631916540633797	0.08848005336428007	0.08139333231114834	0.10546235071042914	0.1165132919318908	0.11797874268061934	0.08133994814439992	0.11322611006144259	0.10046184622274103	0.08523271385627142	0.08033817303438992	0.12557497408874474	0.08625696343508664	0.09826011800064846	0.08458697766798674	0.09948137358241951	0.08124487059685209	0.08305745632029617	0.0908269244108112	0.1008109652933134	0.09224972209165301	0.1226437699633113		0.08526319753834213	0.09447480936475092	0.08298177467077904	0.083381782184509	0.08553425851897964	0.0972941565947269	0.07754903588983375	0.10573829934538709	0.08555436039902045	0.131779692862311	0.08805760234239242	0.08665274955481789	0.09585325924453936	0.13151977738969575	0.0770594071747043	0.0943101173239199	0.16600713943075796	0.09717981343385791	0.10831819896821868	0.10228360413934329	0.10429367910791432	0.07869780225491069	0.08743672692586635	0.08216779071042621	0.07728835502040698	0.08539140392651576	0.0901907396385982	0.10366786462429972	0.17249897431430233	0.08556582709890875	0.08114124317560137	0.08307370829593516	0.08213316234879979	0.07967768842771146	0.1069077467142295	0.08529984818403741	0.07949823418319119	0.09709722318823798	0.14353134880360388	0.09620943864100162	0.07981295724269409	0.09034789452240902	0.11005919284954241	0.10177249464436473
such	0.08374576412750889	0.1314404691660213	0.35256192820515164	0.15155360363983292	0.6047754637111742	0.18523228321816831	0.07330591938545394	0.11813525095786992	0.0560784486923341	0.06031935414881349	0.31524455911221205	0.6867046083404105	0.520962236120468	0.36171812569543804	0.33328203049083693	0.20136935770229336	0.07281646631108282	0.07776184752954156	0.19908686853240254	0.13619619194678256	0.1017290919546332	0.10209018091219182	0.1397932522016434	0.12691807573338965	0.13403830969368438	0.14026388267492584	0.08160694841072677	0.10665161238812491	0.06891546735862264	0.05914453014588613	0.07850181705872566	0.13487431961638446	0.07134699685491311	0.17154432967807082	0.0701271095147591	0.047672625715233855	0.05344559151009476	0.19570626274869743	0.21449048817691002	0.06319651781909824	0.16167257770935925	0.10474229885062152	0.08185945147080409	0.1069239260671194	0.10007865299492584	0.1599080104109361	0.05896076185987138	0.056644990747510976	0.053589422944044826	0.09085622518263908	0.09035981216831063	0.08710895892497653	0.053618954788907235	0.09230609029354828	0.07612691481984066	0.05923258116256959	0.05201955481275203	0.09094696129924884	0.06352843100425341	0.0724411956701071	0.05426713954115106	0.06739744294369637	0.05011222261344759	0.05732109133879662	0.06423393231468247	0.06867800458498602	0.06558199027831424	0.10108805682387285	0.08526319753834213		0.06191540286257	0.05705248001795719	0.06040707910775326	0.05906768095411538	0.07587585505097406	0.04683115930743094	0.0688161851408802	0.05784385988924193	0.11208687770571603	0.05878446384480011	0.05620492295631918	0.0661589474969694	0.1070018520337497	0.042967474073103196	0.05786821937778739	0.1483554150722754	0.06370484843206316	0.07234878763020047	0.06495780045015127	0.08256188793703192	0.052410785113989895	0.061677934559648574	0.0559170965068536	0.04515984617779952	0.052959237889908965	0.05794868277424394	0.07717459861033865	0.15065654047327842	0.05331289087111924	0.058309293176968084	0.05678483074414119	0.05415185347582255	0.050437821806783224	0.07944369380528477	0.05456508965433421	0.05105606558498413	0.0651643162812402	0.09892295065434153	0.06376938897252753	0.055769462767736006	0.06540432346608963	0.0743665713311673	0.06680488462938772
varieties	0.08778541979894317	0.13499776502960864	0.3608878098011882	0.14710626811053337	0.629399431341108	0.180550338103582	0.08188330328703564	0.11632031320337632	0.060818344105296414	0.07102030649247901	0.30351576562081883	0.6567327459386836	0.5191722966177632	0.33660308439094655	0.33672793425811054	0.19975207635966113	0.07700979160212694	0.08430110771212275	0.2039462919103902	0.13925792552138364	0.10476437143893395	0.12772696026247338	0.14298302754378675	0.12828084519750801	0.14150874558960488	0.14491580066950044	0.09183323115171337	0.11190390952781121	0.07647513788938012	0.0686922948810807	0.08451420949772381	0.13548615169663275	0.07774296155968828	0.1779624488713858	0.07451318252709463	0.0632201539595598	0.0660848336177004	0.21492180599198513	0.2166634855825585	0.0737795042298017	0.15824880205800898	0.12787644196120906	0.08815031904270734	0.10982307502201676	0.10936066517095205	0.16689565504096648	0.06714530585392647	0.07007814159290093	0.06161711032121871	0.09096046198604427	0.09303299862446299	0.09605305702747402	0.06311129573060809	0.09573825162405673	0.0837759555723788	0.0665327165780218	0.061643837927190755	0.1010087488810532	0.06746371043726965	0.08022635105803343	0.06362696978035348	0.08055855958118588	0.0626042209005805	0.06479841015504635	0.07471173727418437	0.07710154047531875	0.07202684477982008	0.10478227948097141	0.09447480936475092	0.06191540286257		0.06552742715242174	0.06562401613181712	0.06819361057083642	0.08158213637495562	0.0630729902931906	0.08918987661444189	0.07286788478081466	0.11500560925090397	0.0695008895415844	0.0659547135046464	0.07459478798614425	0.11421844218522706	0.05855871216785241	0.06835469325576268	0.1484042172995489	0.0730406922999095	0.09926877726766956	0.08735683033952381	0.08667760722254883	0.059808518257164836	0.06881991834376096	0.06549504542414894	0.06006766548242005	0.06929531308988848	0.07835017656758342	0.08484902393533864	0.1535435156082122	0.06882614422101038	0.06253188307166496	0.06311824184005121	0.06262310984178998	0.06555898954422447	0.08593285965153503	0.06613092842208854	0.06176593004626357	0.0728791903841366	0.11403607943496566	0.09550970827019527	0.06432939591531323	0.07148211237517615	0.08310206757796763	0.0914969974436164
even	0.08458333862791992	0.1408844347614166	0.362040776016562	0.15670397835634917	0.5978724161291273	0.1860963268618448	0.07489628030032873	0.11784646884922743	0.05077292271511799	0.05735488644785091	0.3295994671328455	0.6246694407054327	0.557104088987172	0.35926180371243105	0.34185076174294105	0.2006201919948032	0.06890584708386457	0.07829916085883389	0.1987624193973454	0.131792308413154	0.09877595338923986	0.10235985186501965	0.1420024100916386	0.12456380317320925	0.13417529944864842	0.1418777230314997	0.08168067438241675	0.09778513906458589	0.06738997027859128	0.05831210078869187	0.08070761050590615	0.13158603647307132	0.07071954510837845	0.1710733004186225	0.06832882785952082	0.0477181865722556	0.05417400349373408	0.19678071638919611	0.2124445676937148	0.06468935580089465	0.16310501575074815	0.10478785970764325	0.0814244989637142	0.10864815541869902	0.10629115743984491	0.15924808409527702	0.05641673750007764	0.05669055160453272	0.056662723814741724	0.0912972822165836	0.08927474893218607	0.09217613641918972	0.05476718210405879	0.09220436598015662	0.07618576139476634	0.058841678338668	0.052598563382106264	0.09417306685010904	0.06271788534673493	0.07209052882856863	0.05447777196300372	0.06810031745722864	0.04964195057563467	0.057085426377649025	0.06495304585160555	0.06728152317641287	0.06636185770991004	0.09603741888886638	0.08298177467077904	0.05705248001795719	0.06552742715242174		0.06220149893326926	0.06379514276316553	0.07631468693728496	0.043517578603896885	0.06886174599790194	0.0551185009624493	0.11317440472206414	0.058830024701821845	0.05595530192809773	0.06561774041606297	0.10814404593520044	0.0432645000771898	0.059881699467513205	0.14773229248268266	0.06282669307630986	0.07331485609883938	0.0704297698458973	0.083358307280161	0.05239883231846239	0.05817978536750716	0.05228790852390035	0.046876896684895336	0.05368053489688944	0.05439896303436882	0.07671185052502902	0.14922837102702108	0.0524863708391054	0.058537728957918624	0.05055346191623464	0.05636580825097808	0.049324289548122846	0.07727660138133087	0.055300530775392015	0.05457852156765998	0.06390214281405532	0.10037566024951369	0.06856495176511657	0.056421891422671344	0.06607307337463592	0.0748316613538286	0.06828701563107992
